Id,Abstract,Summary,
!477,"Lightweight complex hydrides have attracted attention for their high storage hydrogen capacity. NaAlH4 has been widely studied as a hydrogen storage material for its favorable reversible operating temperature and pressure range for automotive fuel cell applications. The increased understanding of NaAlH4 has led to an expanded search for high capacity materials in mixed alkali and akali/alkaline earth alanates. In this study, promising candidates in the Na-Li-Mg-Al-H system were evaluated using a combination of experimental chemistry, atomic modeling, and thermodynamic modeling. New materials were synthesized using solid state and solution based processing methods. Their hydrogen storage properties were measured experimentally, and the test results were compared with theoretical modeling assessments. © 2007 Elsevier B.V. All rights reserved.",Lightweight complex hydrides have attracted attention for their high storage hydrogen capacity. The increased understanding of NaAlH4 has led to an expanded search for high capacity materials in mixed alkali and akali/alkaline earth alanates.,_
!478,"Hydrogen is expected to play an important role as an energy carrier in a future, more sustainable society. However, its compact, efficient, and safe storage is an unresolved issue. One of the main options is solid-state storage in hydrides. Unfortunately, no binary metal hydride satisfies all requirements regarding storage density and hydrogen release and uptake. Increasingly complex hydride systems are investigated, but high thermodynamic stabilities as well as slow kinetics and poor reversibility are important barriers for practical application. Nanostructuring by ball-milling is an established method to reduce crystallite sizes and increase reaction rates. Since five years attention has also turned to alternative preparation techniques that enable particle sizes below 10 nanometers and are often used in conjunction with porous supports or scaffolds. In this Review we discuss the large impact of nanosizing and -confinement on the hydrogen sorption properties of metal hydrides. We illustrate possible preparation strategies, provide insight into the reasons for changes in kinetics, reversibility and thermodynamics, and highlight important progress in this field. All in all we provide the reader with a clear view of how nanosizing and -confinement can beneficially affect the hydrogen sorption properties of the most prominent materials that are currently considered for solid-state hydrogen storage. Light metal hydrides are an important option for compact, safe, and efficient on-board hydrogen storage. However, slow kinetics, poor reversibility, and low equilibrium pressures hamper their practical application. We review the impact of nanosizing and -confinement; recent strategies with a large impact on the hydrogen sorption properties of relevant light metal hydrides. Copyright © 2010 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim.","Since five years attention has also turned to alternative preparation techniques that enable particle sizes below 10 nanometers and are often used in conjunction with porous supports or scaffolds. Light metal hydrides are an important option for compact, safe, and efficient on-board hydrogen storage.",_
!479,"Polymer-stabilized cobalt(0) nanoclusters were prepared from the reduction of cobalt(II) chloride in the presence of poly(N-vinyl-2-pyrrolidone)(PVP) stabilizer in methanol solution. PVP-stabilized cobalt(0) nanoclusters were found to be stable in solution and could be isolated as solid material and characterized by TEM, XPS, FT-IR, and UV-visible electronic absorption spectroscopy. PVP-stabilized cobalt(0) nanoclusters were employed as catalyst in the hydrolysis of sodium borohydride and ammonia-borane, which have been considered as solid-state hydrogen storage materials for portable fuel cell applications. PVP-stabilized cobalt(0) nanoclusters were found to be highly active catalyst in both hydrolysis reactions, even at room temperature. Kinetic studies show that the catalytic hydrolyses of sodium borohydride and ammonia-borane are both first order with respect to catalyst and substrate concentration in aqueous medium. The effect of the NaOH concentration on the catalytic activity of the PVP-stabilized cobalt(0) nanoclusters in the hydrolysis of sodium borohydride was also studied. The activation parameters of these hydrolysis reactions were determined from the evaluation of the kinetic data. The PVP-stabilized cobalt(0) nanoclusters provide a lower activation energy for the hydrolysis of sodium borohydride both in aqueous medium(E a = 63 ± 2 kJ·mol-1) and in basic solution(Ea = 37 ± 2 kJ·mol-1) compared to the value reported for bulk cobalt(Ea = 75 kJ · mol -1). © 2009 American Chemical Society.","PVP-stabilized cobalt(0) nanoclusters were employed as catalyst in the hydrolysis of sodium borohydride and ammonia-borane, which have been considered as solid-state hydrogen storage materials for portable fuel cell applications. PVP-stabilized cobalt(0) nanoclusters were found to be highly active catalyst in both hydrolysis reactions, even at room temperature.",_
!480,"Magnesium may be the most promising solid-state hydrogen storage material owing to its high storage capacity (7.6 wt%) and highest volumetric density (2 times of liquid H2). On the other hand, suffers from its sluggish absorption/desorption characteristics. In the present study, the simple/cost-effective hydriding combustion synthesis (HCS) was used to prepare highly-active Mg-based-samples. The preparative parameters of HCS were varied, and its effects on the micro-structural and hydrogen storage properties were determined. The results and its analysis showed that the simple HCS process possesses a multifaceted dependence on a range of experimental factors and affect the final product. The estimated dependence enabled us to explain the combined effect of individual experimental factors on the prepared samples. The Mg-Ni-C sample prepared at 610°C with 6%wt-nano-Ni and 4 wt%-multi-walled-CNTs as reactants, resulted in sample with a surface area as high as 19.01 m2/g and a desorption capacity of 5.77 wt%, highlighting the promising characteristics of HCS to prepare highly-active Mg-based-materials. Copyright © 2011, Hydrogen Energy Publications, LLC. Published by Elsevier Ltd. All rights reserved.","Magnesium may be the most promising solid-state hydrogen storage material owing to its high storage capacity (7.6 wt%) and highest volumetric density (2 times of liquid H2). The Mg-Ni-C sample prepared at 610°C with 6%wt-nano-Ni and 4 wt%-multi-walled-CNTs as reactants, resulted in sample with a surface area as high as 19.01 m2/g and a desorption capacity of 5.77 wt%, highlighting the promising characteristics of HCS to prepare highly-active Mg-based-materials.",_
!481,"EDen is a European project, supported by FP7 - JTI FCH. It aims to develop an innovative embedded system for the storage of energy, thank to combination and thermal integration between a SOFC (capable to work like SOE) and a innovative solid state hydrogen storage tank. In the proposed work, the objective is the optimization through modeling of behavior and physical performance for hydrogen storage solution in solid-state material (Mg-based metal hydrides). The candidate material for hydrogen storage, and final pellet (utilized inside tank) have been defined through the identification of best physics, to better describe gas' diffusion phenomena and thermal exchange inside the storage tank. Copyright © 2013 Delta Energy and Environment.","EDen is a European project, supported by FP7 - JTI FCH. It aims to develop an innovative embedded system for the storage of energy, thank to combination and thermal integration between a SOFC (capable to work like SOE) and a innovative solid state hydrogen storage tank.",_
!482,"Metal hydrides are formed when certain metals or alloys are exposed to hydrogen at favorable temperatures and pressures. In order to sustain the sorption of hydrogen during this exothermic process, the generated heat has to be removed effectively. Release of hydrogen is an endothermic process needing supply of heat to the metal hydride matrix. Depending on the application, the heat transfer medium can be either a liquid or a gas. Reduction of the total weight of hydrogen storage devices is essential toward utilization of hydrogen for mobile and portable applications. While a variety of new storage materials with desirable sorption characteristics are being suggested, optimal thermal design of the storage device remains a major challenge. Lack of thermodynamic, transport, and thermophysical property data of the material particles and of the bed is another drawback which needs to be addressed. © 2012 American Society of Mechanical Engineers.","In order to sustain the sorption of hydrogen during this exothermic process, the generated heat has to be removed effectively. While a variety of new storage materials with desirable sorption characteristics are being suggested, optimal thermal design of the storage device remains a major challenge.",_
!483,"Minimization of total weight is the major criterion in the design of a solid state hydrogen storage device for mobile or portable applications. The design should also address the requirements such as storage capacity, charge/discharge rates, space constraints, coolant temperature and hydrogen supply pressure. To achieve this, one should be able to reliably predict the dynamic performance of the storage device. In this paper, a parametric study of hydrogen sorption in an aircooled annular cylindrical hydrogen storage device with external fins is reported. LaNi5, which has excellent hydrogen storage properties is used as the hydriding material. The influence of different geometric parameters such as hydride bed thickness and fin height, and operational parameters such as hydrogen supply pressure and cooling air temperature are studied.","Minimization of total weight is the major criterion in the design of a solid state hydrogen storage device for mobile or portable applications. LaNi5, which has excellent hydrogen storage properties is used as the hydriding material.",_
!484,"Magnesium is a promising material for solid state hydrogen storage, since it has low cost and its hydride can store reversibly up to 7.6 wt.% of hydrogen. Fast H-sorption kinetics at around 300 °C can be achieved after processing Mg-based mixtures by high energy ball milling (HEBM), which produces nanostructured composite powders. Severe plastic deformation (SPD) processing techniques are being explored as an alternative to HEBM in order to obtain more air-resistant materials and to reduce the time and energy required for processing. In this paper, MgH2 and MgH2-Fe mixtures were severely mechanically processed by extensive cold forging (CF) and cold rolling (CR). A very significant grain refinement (up to 10 nm) was achieved, which is comparable to the values typically obtained after processing by HEBM. Enhanced H-sorption properties were observed for these mechanically processed MgH 2-based nanocomposites in comparison with commercial magnesium hydride. The obtained compacts after CR and CF presents a much lower specific surface area than the ball-milled powders and therefore show higher air-resistance. These results are promising from the point of view of applications since it reveals the potential of the use of low cost mechanical processing routes to produce Mg-based nanomaterials for hydrogen storage. © 2011 Elsevier B.V. All rights reserved.","Fast H-sorption kinetics at around 300 °C can be achieved after processing Mg-based mixtures by high energy ball milling (HEBM), which produces nanostructured composite powders. Enhanced H-sorption properties were observed for these mechanically processed MgH 2-based nanocomposites in comparison with commercial magnesium hydride.",_
!485,"Due to their extensive present, important and versatile potential applications, metal hydrides (MH) are among the most investigated solid-state systems. Theoretical, numerical and experimental studies have provided a considerable knowledge about their structure and properties, but in spite of that, the basic electronic principles of various interactions present in MH have not yet been completely resolved. Even in the simplest MH, i.e. alkali hydrides (Alk-H), some trends in physical properties, and especially their deviations, are not well understood. Similar doubts exist for the alkaline-earth hydride (AlkE-H) series, and are even more pronounced for complex systems, like transition metal-doped AlkE-H, alanates and borohydrides. This work is an attempt of explaining some trends in the physical properties of Alk-H and AlkE-H, employing the Bader analysis of the charge distribution topology evaluated by first-principle all-electron calculations. These results are related to some variables commonly used in the explanation of experimental and calculated results, and are also accompanied by simple tight-binding estimations. Such an approach provides a valuable insight in the characteristics of M-H and H-H interactions in these hydrides, and their possible changes along with external parameters, like temperature, pressure, defect or impurity introduction. The knowledge of these basic interactions and processes taking place in simple MH are essential for the design and optimisation of complex MH-systems interesting for practical hydrogen storage applications. © 2010 World Scientific Publishing Company.","Due to their extensive present, important and versatile potential applications, metal hydrides (MH) are among the most investigated solid-state systems. Theoretical, numerical and experimental studies have provided a considerable knowledge about their structure and properties, but in spite of that, the basic electronic principles of various interactions present in MH have not yet been completely resolved.",_
!486,"This overview will highlight features of the main classes of hydrogen storage materials based on their crystal structures. High-pressure techniques have proven to be a useful approach to rapidly discover light-weight, high-capacity hydrogen storage materials in the solid state. Focus will be on three different materials systems; magnesium-based transition metal hydrides, alanates and borohydrides, their crystal structures and properties, prepared by high-pressure sintering, high-energy ball milling or in a cubic anvil. © 2010 Elsevier Ltd.","High-pressure techniques have proven to be a useful approach to rapidly discover light-weight, high-capacity hydrogen storage materials in the solid state. Focus will be on three different materials systems; magnesium-based transition metal hydrides, alanates and borohydrides, their crystal structures and properties, prepared by high-pressure sintering, high-energy ball milling or in a cubic anvil.",_
!487,"Light metal borohydrides are considered as promising materials for solid state hydrogen storage. Because of the high hydrogen content of 11.5 wt % and the rather low dehydrogenation enthalpy of 32 Kj·mol-1H 2, Ca(BH4)2 is considered to be one of the most interesting compounds in this class of materials. In the present work, the effect of selected TM-fluoride (TM = transition metal) additives on the reversible formation of Ca(BH4)2 was investigated by means of thermovolumetric, calorimetric, Fourier transform infrared spectroscopy, and ex situ, and in situ synchrotron radiation powder X-ray diffraction (SR-PXD) measurements. Furthermore, selected desorbed samples were analyzed by 11B{1H} solid state magic angle spinning nuclear magnetic resonance (MAS NMR). Under the conditions used in this study (145 bar H 2 pressure and 350 °C), TiF4 and NbF5 were the only additives causing partial reversibility. In these two cases, 11B{1H} MAS NMR analyses detected CaB6 and likely CaB12H12 in the dehydrogenation products. Elemental boron was found in the decomposition products of Ca(BH4)2 samples with VF4, TiF3, and VF3. The results indicate an important role of CaB6 for the reversible formation of Ca(BH4)2. © 2011 American Chemical Society.","Light metal borohydrides are considered as promising materials for solid state hydrogen storage. Furthermore, selected desorbed samples were analyzed by 11B{1H} solid state magic angle spinning nuclear magnetic resonance (MAS NMR).",_
!488,"Magnesium hydride (MgH2) is an attractive candidate for solid-state hydrogen storage applications. To improve the kinetics and thermodynamic properties of MgH2 during dehydrogenation- rehydrogenation cycles, a nanostructured MgH2-0.1TiH2 material system prepared by ultrahigh-energy-high-pressure mechanical milling was investigated. High-resolution transmission electron microscope (TEM) and scanning TEM analysis showed that the grain size of the milled MgH 2-0.1TiH2 powder is approximately 5-10 nm with uniform distributions of TiH2 among MgH2 particles. Pressure-composition-temperature (PCT) analysis demonstrated that both the nanosize and the addition of TiH2 contributed to the significant improvement of the kinetics of dehydrogenation and hydrogenation compared to commercial MgH2. More importantly, PCT cycle analysis demonstrated that the MgH2-0.1TiH2 material system showed excellent cycle stability. The results also showed that the ΔH value for the dehydrogenation of nanostructured MgH2-0.1TiH2 is significantly lower than that of commercial MgH2. However, the ΔS value of the reaction was also lower, which results in minimum net effects of the nanosize and the addition of TiH2 on the equilibrium pressure of dehydrogenation reaction of MgH2. © 2009 American Chemical Society.","To improve the kinetics and thermodynamic properties of MgH2 during dehydrogenation- rehydrogenation cycles, a nanostructured MgH2-0.1TiH2 material system prepared by ultrahigh-energy-high-pressure mechanical milling was investigated. High-resolution transmission electron microscope (TEM) and scanning TEM analysis showed that the grain size of the milled MgH 2-0.1TiH2 powder is approximately 5-10 nm with uniform distributions of TiH2 among MgH2 particles.",_
!489,"Metal hydrides are one of the most promising technologies in the field of hydrogen storage due to their high volumetric storage density. Important reaction steps take place at the very surface of the solid during hydrogen absorption. Since these reaction steps are drastically influenced by the properties and potential contamination of the solid, it is very important to understand the characteristics of the surface, and a variety of analytical methods are required to achieve this. In this work, a TiMn2-type metal hydride alloy is investigated by means of high-pressure activation measurements, X-ray photoelectron spectroscopy (XPS), secondary neutral mass spectrometry (SNMS) and thermal desorption mass spectrometry (TDMS). In particular, TDMS is an analytical tool that, in contrast to SIMS or SNMS, allows the hydrogen content in a metal to be quantified. Furthermore, it allows the activation energy for desorption to be determined from TDMS profiles; the method used to achieve this is presented here in detail. In the results section, it is shown that the oxide layer formed during manufacture and long-term storage prevents any hydrogen from being absorbed, and so an activation process is required. XPS measurements show the oxide states of the main alloy elements, and a layer 18 nm thick is determined via SNMS. Furthermore, defined oxide layers are produced and characterized in UHV using XPS. The influence of these thin oxide layers on the hydrogen sorption process is examined using TDMS. Finally, the activation energy of desorption is determined for the investigated alloy using the method presented here, and values of 46 kJ/mol for hydrogen sorbed in UHV and 103 kJ/mol for hydrogen originating from the manufacturing process are obtained. © 2009 Springer-Verlag.","In this work, a TiMn2-type metal hydride alloy is investigated by means of high-pressure activation measurements, X-ray photoelectron spectroscopy (XPS), secondary neutral mass spectrometry (SNMS) and thermal desorption mass spectrometry (TDMS). In the results section, it is shown that the oxide layer formed during manufacture and long-term storage prevents any hydrogen from being absorbed, and so an activation process is required.",_
!490,Hydrogenation properties and mechanical stability of pellets made starting from compressed ball-milled MgH2 powders mixed with catalysts (Nb2O5 and graphite) and a binding agent (aluminium powder) have been investigated. Structural characterization with X-ray diffraction and gas-solid reaction kinetic and thermodynamic tests with a Sievert's apparatus have been done on the samples up to 50 hydrogen absorption/desorption (a/d) cycles. The best cycling behaviour and mechanical strength stability have been observed for pellets of catalysed MgH2 powders added with 5 wt% aluminium annealed in vacuum at 450 °C before starting the a/d cycles. This mechanical stability to cycles has been attributed to the formation of a solid solution of aluminium in magnesium. © 2010 Professor T. Nejat Veziroglu.,Structural characterization with X-ray diffraction and gas-solid reaction kinetic and thermodynamic tests with a Sievert's apparatus have been done on the samples up to 50 hydrogen absorption/desorption (a/d) cycles. The best cycling behaviour and mechanical strength stability have been observed for pellets of catalysed MgH2 powders added with 5 wt% aluminium annealed in vacuum at 450 °C before starting the a/d cycles.,_
!491,"LiAlH 4 containing 5 wt.% of nanometric Fe (n-Fe) shows a profound mechanical dehydrogenation by continuously desorbing hydrogen (H 2) during high energy ball milling reaching ∼3.5 wt.% H 2 after 5 h of milling. In contrast, no H 2 desorption is observed during low energy milling of LiAlH 4 containing n-Fe. Similarly, no H 2 desorption occurs during high energy ball milling for LiAlH 4 containing micrometric Fe (μ-Fe) and, for comparison, both the micrometric and nanometric Ni (μ-Ni and n-Ni) additive. X-ray diffraction studies show that ball milling results in a varying degree of the lattice expansion of LiAlH 4 for both the Fe and Ni additives. A volumetric lattice expansion larger than 1% results in the profound destabilization of LiAlH 4 accompanied by continuous H 2 desorption during milling according to reaction: LiAlH 4 (solid) → 1/3Li 3AlH 6 + 2/3Al + H 2. It is hypothesized that the Fe ions are able to dissolve in the lattice of LiAlH 4 by the action of mechanical energy, replacing the Al ions and forming a substitutional solid solution. The quantity of dissolved metal ions depends primarily on the total energy of milling per unit mass of powder generated within a prescribed milling time, the type of additive ion e.g. Fe vs. Ni and on the particle size (micrometric vs. nanometric) of metal additive. For thermal dehydrogenation the average apparent activation energy of Stage I (LiAlH 4 (solid) → 1/3Li 3AlH 6 + 2/3Al + H 2) is reduced from the range 76 to 96 kJ/mol for the μ-Fe additive to about 60 kJ/mol for the n-Fe additive. For Stage II dehydrogenation (1/3Li 3AlH 6 → LiH+1/3Al + 0.5H 2) the average apparent activation energy is within the range 77-93 kJ/mol, regardless of the particle size of the Fe additive (μ-Fe vs. n-Fe). The n-Fe and n-Ni additives, the latter used for comparison, provide nearly identical enhancement of dehydrogenation rate during isothermal dehydrogenation at 100 °C. Ball milled (LiAlH 4 + 5 wt.% n-Fe) slowly self-discharges up to ∼5 wt.% H 2 during storage at room temperature (RT), 40 and 80 °C. Fully dehydrogenated (LiAlH 4 + 5 wt.% n-Fe) has been partially rehydrogenated up to 0.5 wt.% H 2 under 100 bar/160°C/24 h. However, the rehydrogenation parameters are not optimized yet. © 2012, Hydrogen Energy Publications, LLC. Published by Elsevier Ltd. All rights reserved.","Ball milled (LiAlH 4 + 5 wt.% n-Fe) slowly self-discharges up to ∼5 wt.% H 2 during storage at room temperature (RT), 40 and 80 °C. Fully dehydrogenated (LiAlH 4 + 5 wt.% n-Fe) has been partially rehydrogenated up to 0.5 wt.% H 2 under 100 bar/160°C/24 h. However, the rehydrogenation parameters are not optimized yet.",_
!492,"NaBH 4 is considered as a promising candidate material for solid-state hydrogen storage due to its high hydrogen content of 10.6 wt %. However, its practical use is hampered by its high thermodynamic stability and slow H-exchange kinetics. In the present work, the effects of Ti-based additives, including Ti, TiH 2, and TiF 3, on the dehydrogenation and rehydrogenation of NaBH 4 (NaH+B) were investigated. It was revealed that all of the titanium-based additives were effective in improving the hydrogen desorption and absorption reactions of NaBH 4, and, among them, TiF 3 possessed the highest catalytic activity. The whole dehydrogenation process for the NaBH 4-0.05TiF 3 sample can be regarded as a two-step process: (i) a preferential reaction (3NaBH 4 + TiF 3 → 3NaF + TiB 2 + B + 6H 2) occurring at around 300 °C, and (ii) the formation of Ti- and F-containing species catalyze the dehydrogenation of the remaining NaBH 4. It was also indicated that the F anion can substitute for anionic H in NaH to form NaF 1-xH x in the case of NaH-B-0.05TiF 3 during the hydrogenation process. Therefore, the observed promotion effect of TiF 3 on the reversible dehydrogenation of NaBH 4 should be understood as arising from the combined effects of active Ti- and F-containing species. Also, FTIR spectroscopy confirmed the presence of amorphous Na 2B 12H 12, in both the dehydrogenated and the rehydrogenated states, which may play a role in the partial dehydrogenation and reversibility observed in NaBH 4 with and without catalyst doping. © 2011 American Chemical Society.","NaBH 4 is considered as a promising candidate material for solid-state hydrogen storage due to its high hydrogen content of 10.6 wt %. It was revealed that all of the titanium-based additives were effective in improving the hydrogen desorption and absorption reactions of NaBH 4, and, among them, TiF 3 possessed the highest catalytic activity.",_
!493,"A Mg-Zr thin film is prepared on a glass substrate by co-sputtering of Mg and Zr targets and in situ sputtering of a thin Pd overlayer. The structural and optical properties of Mg-Zr and Mg-Zr-H thin film are investigated induced by hydrogen absorption and/or desorption at room temperature. Optical transmission and reflection data indicated that Mg-Zr-H thin film is the color-neutral in the visible range with chromaticity coordinates of x = 0.3566 and y = 0.3430. The formation of the ternary hydride Mg 0.82Zr 0.18H 2 is confirmed in an Mg-rich Mg-Zr solid solution thin film in the hydride state. The hydrogen insertion and extraction occurs in fcc lattice structure. Because the volume change according to hydrogenation and dehydrogenation, the switching durability is much better than that of the switchable mirror using Mg-Ni alloy. © 2011 Elsevier B.V. All rights reserved.",Optical transmission and reflection data indicated that Mg-Zr-H thin film is the color-neutral in the visible range with chromaticity coordinates of x = 0.3566 and y = 0.3430. The hydrogen insertion and extraction occurs in fcc lattice structure.,_
!494,"The motorcycle plays an important role in the life for the people of Taiwan. However, the motorcycles' emissions are the main moving air pollution sources. Therefore, it's important to develop more efficient combustion technology in order to save energy and reduce air pollution. In this paper, a novel technology of hydrogen-gasoline compound fuel is developed. Hydrogen gas is released from solid state hydrogen storage tank and then mixed with the incoming gasoline. The intake valve in manifold sucks the hydrogen-gasoline compound fuel into the cylinder for combustion. A series of performance test is conducted by motorcycle chassis dynamometers. The results reveal that this technology can increase the power and torque, and decrease fuel consumption per kilo-power due to promote combustion efficiency. In addition, the hydrogen has greater heat value, so the oil temperature and sparkplug temperature increase. This technique can reduce CO and HC, but increase CO2 and NOx. The engine performance is improved at rarefied hydrogen-gasoline compound fuel. Therefore, the engine performance with M.J. #98 is better than that with M.J. #110. This technique can achieve energy saving and environment-friendly purpose. Copyright © 2012, IGI Global.","In this paper, a novel technology of hydrogen-gasoline compound fuel is developed. A series of performance test is conducted by motorcycle chassis dynamometers.",_
!495,"A comprehensive study of the decomposition behavior of as received and mechanically (ball) milled LiAlH4 has been carried out using differential scanning calorimetry (DSC), X-ray diffraction (XRD) and volumetric hydrogen desorption in a Sieverts-type apparatus. Alfa Aesar LiAlH4 powder investigated in this work has the average particle size of 9.9 ± 5.2 μm as compared to 50-150 μm for Sigma-Aldrich LiAlH4 investigated by Ares et al. [9]. High energy ball milling reduced the particle size of the present LiAlH4 to 2.8 ± 2.3 μm. In general, comparing the results of our microstructural studies with those reported by Ares et al. [9] it is clear that the morphology, microstructure and chemistry of LiAlH4 can be very dissimilar depending on the supplier from which LiAlH4 powder was purchased. We do not observe a partial decomposition of LiAlH4 during milling up to 5 h under high energy impact mode. The observed melting of LiAlH4 in a DSC test is a very volatile event where the liquid LiAlH4 starts foaming and flowing out of the alumina crucible. After completion of solidification and desorption at temperatures above melting the powder resembles a lava rock. A thermal sectioning in DSC tests at pre-determined temperatures and subsequent XRD studies show that LiAlH4 starts decomposing into Li 3AlH6 immediately after melting. Li3AlH 6 seems to be already solidified before it starts decomposing in the next stage. All volumetric desorption curves at the 120-300 °C range clearly exhibit a two-stage desorption process, Stage I and II. As received LiAlH 4 is able, in a fully solid state, to desorb at 120 °C under pressure of 0.1 MPa H2 (atmospheric) as much as 7.1 wt.%H2 within ∼259,000 s (∼72 h), i.e. ∼93% of the purity-corrected H 2 content from the reactions in Stage I (LiAlH4(s) → (1/3)Li3AlH6(s) + (2/3)Al(s) + H2) and Stage II ((1/3)Li3AlH6(s) → LiH + (1/3)Al + 0.5H 2). The apparent activation energy for Stage I and II for unmilled LiAlH4 is equal to ∼111 and ∼100 kJ/mol, respectively. For the ball milled LiAlH4 the apparent activation energy for Stage I and II is slightly lower ∼92.5 and ∼92 kJ/mol, respectively. The water absorption up to 11.7% due to exposure to air for 1 h does not change in any drastic way the hydrogen desorption rate of ball milled LiAlH4 in Stage I. Flammability tests show that the ball milled LiAlH4 powder does not self-ignite on contact with air but can only be ignited by scraping the cylinder walls with a metal tool and then the powder burns with an open flame. © 2010 Elsevier B.V. All rights reserved.",We do not observe a partial decomposition of LiAlH4 during milling up to 5 h under high energy impact mode. A thermal sectioning in DSC tests at pre-determined temperatures and subsequent XRD studies show that LiAlH4 starts decomposing into Li 3AlH6 immediately after melting.,_
!496,"Multiple reaction mixtures with different composition ratios of MCl 3-LiBH 4 (M = La, Gd) were studied by mechano-chemical synthesis, yielding two new bimetallic borohydride chlorides, LiM(BH 4) 3Cl (M = La, Gd). The Gd-containing phase was obtained only after annealing the ball-milled mixture. Additionally, a solvent extracted sample of Gd(BH 4) 3 was studied to gain insight into the transformation from Gd(BH 4) 3 to LiGd(BH 4) 3Cl. The novel compounds were investigated using in situ synchrotron radiation powder X-ray diffraction, thermal analysis combined with mass spectroscopy, Sieverts measurements, Fourier transform infrared spectroscopy, and electrochemical impedance spectroscopy. The two new compounds, LiLa(BH 4) 3Cl and LiGd(BH 4) 3Cl, have high lithium ion conductivities of 2.3 ×10 -4 and 3.5 ×10 -4 S•cm -1 (T = 20 °C) and high hydrogen densities of ρ m = 5.36 and 4.95 wt % H 2, and both compounds crystallize in the cubic crystal system (space group I-43m) with unit cell parameter a = 11.7955(1) and a = 11.5627(1) Å, respectively. The structures contain isolated tetranuclear anionic clusters [M 4Cl 4(BH 4) 12] 4- with distorted cubane M 4Cl 4 cores M = La or Gd. Each lanthanide atom coordinates three chloride ions and three borohydride groups, thus completing the coordination environment to an octahedron. The Li + ions are disordered on 2/3 of the 12d Wyckoff site, which agrees well with the very high lithium ion conductivities. The conductivity is purely ionic, as electronic conductivities were measured to only 1.4 ×10 -8 and 9 ×10 -8 S•cm -1 at T = 20 °C for LiLa(BH 4) 3Cl and LiGd(BH 4) 3Cl, respectively. In situ synchrotron radiation powder X-ray diffraction (SR-PXD) reveals that the decomposition products at 300 °C consist of LaB 6/LaH 2 or GdB 4/GdH 2 and LiCl. The size of the rare-earth metal atom is shown to be crucial for the formation and stability of the borohydride phases in MCl 3-LiBH 4 systems. © 2012 American Chemical Society.","Multiple reaction mixtures with different composition ratios of MCl 3-LiBH 4 (M = La, Gd) were studied by mechano-chemical synthesis, yielding two new bimetallic borohydride chlorides, LiM(BH 4) 3Cl (M = La, Gd). In situ synchrotron radiation powder X-ray diffraction (SR-PXD) reveals that the decomposition products at 300 °C consist of LaB 6/LaH 2 or GdB 4/GdH 2 and LiCl.",_
!497,"The rapidly depleting petroleum feed stocks and increasing green house gas emissions around the world has necessitated a search for alternative renewable energy sources. Hydrogen with molecular weight of 2.016 g/mol and high chemical energy per mass equal to 142 MJ/kg has clearly emerged as an alternative to hydrocarbon fuels. Means for safe and cost effective storage are needed for widespread usage of hydrogen as a fuel. Chemical storage is the one of the safer ways to store hydrogen compared to compressed and liquefied hydrogen. It involves storing hydrogen in chemical bonds in molecules and materials where an on-board reaction is used to release hydrogen. Ammonia-borane, (AB, H 3N·BH3) with a potential capacity of 19.6 wt% is considered a very promising solid state hydrogen storage material. It is thermally stable at ambient temperatures. There are two major routes for the generation of H2 from AB: catalytic hydrolysis/alcoholysis and catalytic thermal decomposition. There has been a flurry of research activity on the generation of H2 from AB recently. The present review deals with an overview of our efforts in developing cost-effective nanocatalysts for hydrogen generation from ammonia borane in protic solvents.",The rapidly depleting petroleum feed stocks and increasing green house gas emissions around the world has necessitated a search for alternative renewable energy sources. The present review deals with an overview of our efforts in developing cost-effective nanocatalysts for hydrogen generation from ammonia borane in protic solvents.,_
!498,"This paper discusses the results of an experimental program carried out to determine dust cloud deflagration parameters of selected solid-state hydrogen storage materials, including complex metal hydrides (sodium alanate and lithium borohydride/magnesium hydride mixture), chemical hydrides (alane and ammonia borane) and activated carbon (Maxsorb, AX-21). The measured parameters include maximum deflagration pressure rise, maximum rate of pressure rise, minimum ignition temperature, minimum ignition energy and minimum explosible concentration. The calculated explosion indexes include volume-normalized maximum rate of pressure rise (KSt), explosion severity (ES) and ignition sensitivity (IS). The deflagration parameters of Pittsburgh seam coal dust and Lycopodium spores (reference materials) are also measured. The results show that activated carbon is the safest hydrogen storage media among the examined materials. Ammonia borane is unsafe to use because of the high explosibility of its dust. The core insights of this contribution are useful for quantifying the risks associated with use of these materials for on-board systems in light-duty fuel cell-powered vehicles and for supporting the development of hydrogen safety codes and standards. These insights are also critical for designing adequate safety features such as explosion relief venting and isolation devices and for supplementing missing data in materials safety data sheets. © 2012 Elsevier Ltd.",The deflagration parameters of Pittsburgh seam coal dust and Lycopodium spores (reference materials) are also measured. These insights are also critical for designing adequate safety features such as explosion relief venting and isolation devices and for supplementing missing data in materials safety data sheets.,_
